物种,来源,工厂,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药表型,耐药基因,耐药基因,耐药基因,耐药基因,耐药基因,耐药基因,耐药基因,耐药基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,毒力基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,管家基因,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,生化鉴定,RAPD分组,RAPD分组,RAPD分组,RAPD分组,生物被膜形成能力,生物被膜形成能力,生物被膜形成能力,血清分型,CC,ST型别,spa型别
Salmonella,,B厂,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,-,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,-,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,-,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,-,-,-,+,/,/,/,/,/,/,/,-,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,-,/,-,-,-,+,/,/,/,/,/,/,/,-,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,+,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,德尔卑,/,ST40,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,-,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,-,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,+,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,+,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,-,/,/,+,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,+,-,+,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
Salmonella,,山东省诸城市,/,/,/,/,+,/,/,-,/,+,+,+,+,/,/,/,/,/,/,/,+,/,/,/,/,/,/,/,-,-,-,-,-,+,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,里森,/,ST469,/
